k-point #     1:    0.000000    0.000000    0.000000    0.004630
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   9    -0.23561   -0.48645   -0.45644   -0.70064    0.22445   -0.44979   -0.25084   -0.22084    0.68780
  10     0.10355    0.02530   -0.12206   -0.55027    0.04740   -0.47202   -0.07825   -0.22561    0.74326
  11     0.17501    0.12567   -0.05067   -0.53000    0.01927   -0.48067   -0.04933   -0.22568    0.76482
  12     0.17501    0.12567   -0.05067   -0.53000    0.01927   -0.48067   -0.04933   -0.22568    0.76486
  13     0.27591    0.43822    0.07371   -0.28887   -0.16168   -0.45118    0.16231   -0.20221    0.76811
  14     0.30833    0.47870    0.10707   -0.26231   -0.16849   -0.43269    0.17037   -0.20126    0.75693
  15     0.30833    0.47870    0.10708   -0.26231   -0.16847   -0.43269    0.17037   -0.20125    0.75696
  16     0.39015    0.59014    0.18695   -0.31158   -0.20069   -0.51157    0.19999   -0.20320    0.73392
  17     0.45025    0.65724    0.24810   -0.16146   -0.20627   -0.36844    0.20699   -0.20215    0.74522
  18     0.45025    0.65724    0.24810   -0.16146   -0.20627   -0.36844    0.20699   -0.20215    0.74526
  19     0.51784    0.72866    0.31088   -0.13904   -0.21637   -0.34987    0.21083   -0.20695    0.76952
  20     0.57681    0.79845    0.36937   -0.11285   -0.22792   -0.33448    0.22163   -0.20744    0.75594
 
k-point #     3:    0.000000    0.000000    0.333333    0.037037
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10461   -3.86436   -3.61789   -2.48278    0.36517   -1.72302   -0.75976   -0.51329    0.78715
   6    -3.10408   -3.86372   -3.60998   -2.48358    0.37047   -1.72393   -0.75964   -0.50590    0.77912
   7    -3.10399   -3.86364   -3.61302   -2.48371    0.36771   -1.72406   -0.75964   -0.50903    0.78162
   8    -3.10399   -3.86364   -3.61299   -2.48371    0.36776   -1.72406   -0.75964   -0.50900    0.78164
   9    -0.19809   -0.43270   -0.41862   -0.69216    0.20870   -0.45755   -0.23461   -0.22053    0.68864
  10    -0.00547   -0.14348   -0.22811   -0.59160    0.10914   -0.45359   -0.13801   -0.22264    0.69126
  11     0.15475    0.09412   -0.07150   -0.53842    0.02961   -0.47779   -0.06063   -0.22625    0.75961
  12     0.15475    0.09412   -0.07150   -0.53842    0.02961   -0.47779   -0.06063   -0.22625    0.75960
  13     0.25393    0.40956    0.05083   -0.29736   -0.15617   -0.45299    0.15563   -0.20310    0.77333
  14     0.31873    0.49524    0.11831   -0.23229   -0.17352   -0.40880    0.17651   -0.20042    0.75752
  15     0.31873    0.49524    0.11831   -0.23229   -0.17352   -0.40880    0.17651   -0.20042    0.75753
  16     0.47516    0.69107    0.26859   -0.16103   -0.22111   -0.37694    0.21591   -0.20657    0.74771
  17     0.48329    0.70240    0.27890   -0.16885   -0.22139   -0.38795    0.21910   -0.20439    0.74632
  18     0.48329    0.70240    0.27890   -0.16885   -0.22139   -0.38795    0.21910   -0.20439    0.74626
  19     0.52153    0.74310    0.31611   -0.20290   -0.22518   -0.42447    0.22157   -0.20541    0.75700
  20     0.68630    0.93883    0.47944   -0.17022   -0.25826   -0.42275    0.25253   -0.20686    0.72869
 
k-point #     4:    0.000000    0.000000    0.500000    0.018519
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10459   -3.86436   -3.61969   -2.48282    0.36337   -1.72304   -0.75978   -0.51510    0.78812
   6    -3.10409   -3.86373   -3.60902   -2.48355    0.37157   -1.72391   -0.75964   -0.50493    0.77884
   7    -3.10398   -3.86362   -3.61276   -2.48372    0.36786   -1.72408   -0.75964   -0.50878    0.78128
   8    -3.10398   -3.86362   -3.61272   -2.48372    0.36790   -1.72408   -0.75964   -0.50874    0.78127
   9    -0.16262   -0.38187   -0.38392   -0.69107    0.19218   -0.47182   -0.21925   -0.22130    0.68764
  10    -0.06604   -0.23475   -0.28654   -0.60460    0.14305   -0.43589   -0.16871   -0.22050    0.69425
  11     0.14748    0.08215   -0.07915   -0.54340    0.03373   -0.47807   -0.06533   -0.22663    0.75791
  12     0.14748    0.08215   -0.07915   -0.54340    0.03373   -0.47807   -0.06533   -0.22663    0.75793
  13     0.24560    0.39882    0.04221   -0.30067   -0.15413   -0.45389    0.15323   -0.20339    0.77481
  14     0.31230    0.48710    0.11219   -0.22020   -0.17141   -0.39500    0.17480   -0.20011    0.76153
  15     0.31230    0.48710    0.11219   -0.22020   -0.17141   -0.39500    0.17480   -0.20011    0.76152
  16     0.46812    0.67431    0.26048   -0.11079   -0.21271   -0.31698    0.20619   -0.20764    0.75914
  17     0.57809    0.82070    0.37197   -0.15221   -0.24724   -0.39482    0.24261   -0.20612    0.74036
  18     0.57809    0.82070    0.37196   -0.15221   -0.24726   -0.39482    0.24261   -0.20614    0.74076
  19     0.60400    0.84518    0.39824   -0.20553   -0.24536   -0.44672    0.24118   -0.20576    0.73592
  20     0.60622    0.85690    0.40094   -0.17357   -0.25421   -0.42424    0.25068   -0.20528    0.73491
 
k-point #     5:    0.000000    0.166667    0.166667    0.027778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10461   -3.86433   -3.61783   -2.48275    0.36646   -1.72303   -0.75972   -0.51322    0.78965
   6    -3.10407   -3.86373   -3.61425   -2.48359    0.36679   -1.72393   -0.75966   -0.51018    0.78269
   7    -3.10400   -3.86365   -3.61249   -2.48369    0.36831   -1.72404   -0.75964   -0.50848    0.78142
   8    -3.10400   -3.86365   -3.61247   -2.48369    0.36832   -1.72404   -0.75964   -0.50847    0.78140
   9    -0.23108   -0.47997   -0.45176   -0.69932    0.22273   -0.45042   -0.24889   -0.22068    0.68779
  10     0.11665    0.04405   -0.10979   -0.57113    0.04079   -0.49853   -0.07260   -0.22644    0.74657
  11     0.14737    0.08813   -0.07794   -0.52475    0.02943   -0.46551   -0.05924   -0.22532    0.75894
  12     0.14737    0.08813   -0.07794   -0.52475    0.02942   -0.46551   -0.05924   -0.22532    0.75896
  13     0.25160    0.40231    0.04947   -0.25343   -0.14998   -0.40413    0.15071   -0.20213    0.77372
  14     0.34709    0.53343    0.14553   -0.25188   -0.18484   -0.43822    0.18634   -0.20156    0.75203
  15     0.35030    0.53380    0.14808   -0.26641   -0.18288   -0.44991    0.18351   -0.20222    0.74342
  16     0.35030    0.53380    0.14808   -0.26641   -0.18288   -0.44991    0.18351   -0.20222    0.74343
  17     0.43264    0.63867    0.22979   -0.24220   -0.20625   -0.44823    0.20603   -0.20285    0.74272
  18     0.49438    0.71438    0.29265   -0.16521   -0.21871   -0.38521    0.22000   -0.20173    0.74769
  19     0.54256    0.75791    0.33596   -0.14816   -0.22048   -0.36351    0.21535   -0.20660    0.76267
  20     0.63073    0.86700    0.42224   -0.10233   -0.24407   -0.33860    0.23627   -0.20849    0.74351
 
k-point #     6:    0.000000    0.166667    0.333333    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10457   -3.86429   -3.61702   -2.48283    0.36659   -1.72310   -0.75973   -0.51245    0.78793
   6    -3.10412   -3.86378   -3.61296   -2.48352    0.36798   -1.72385   -0.75967   -0.50885    0.78164
   7    -3.10398   -3.86362   -3.61189   -2.48372    0.36879   -1.72409   -0.75964   -0.50791    0.78092
   8    -3.10398   -3.86361   -3.61150   -2.48373    0.36902   -1.72409   -0.75964   -0.50752    0.78040
   9    -0.20098   -0.43679   -0.42138   -0.69167    0.21007   -0.45586   -0.23581   -0.22040    0.68845
  10     0.02804   -0.09301   -0.19657   -0.59505    0.08988   -0.47399   -0.12105   -0.22461    0.70341
  11     0.11761    0.04976   -0.10738   -0.52798    0.03816   -0.46013   -0.06784   -0.22498    0.75125
  12     0.12698    0.05604   -0.09894   -0.53300    0.04009   -0.46206   -0.07095   -0.22592    0.75300
  13     0.26103    0.41331    0.05814   -0.25248   -0.15255   -0.40477    0.15229   -0.20289    0.77345
  14     0.33859    0.52491    0.13731   -0.23347   -0.18445   -0.41979    0.18632   -0.20128    0.75082
  15     0.35562    0.53703    0.15270   -0.24145   -0.18172   -0.42287    0.18141   -0.20292    0.74954
  16     0.37684    0.57158    0.17492   -0.24071   -0.19371   -0.43545    0.19474   -0.20193    0.73668
  17     0.52371    0.75262    0.31994   -0.16334   -0.23035   -0.39226    0.22892   -0.20377    0.75286
  18     0.52560    0.76413    0.32188   -0.25083   -0.23993   -0.48936    0.23853   -0.20372    0.74133
  19     0.56838    0.79186    0.36138   -0.12623   -0.22920   -0.34971    0.22348   -0.20700    0.75344
  20     0.65897    0.89725    0.45162   -0.13797   -0.24459   -0.37625    0.23827   -0.20736    0.73884
 
k-point #     7:    0.000000    0.166667    0.500000    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10453   -3.86427   -3.61730   -2.48290    0.36550   -1.72316   -0.75974   -0.51277    0.78653
   6    -3.10415   -3.86381   -3.61173   -2.48346    0.36926   -1.72380   -0.75966   -0.50757    0.78096
   7    -3.10397   -3.86361   -3.61194   -2.48374    0.36867   -1.72411   -0.75964   -0.50797    0.78085
   8    -3.10396   -3.86359   -3.61030   -2.48377    0.36980   -1.72413   -0.75963   -0.50634    0.77894
   9    -0.15684   -0.37318   -0.37804   -0.68609    0.18942   -0.46974   -0.21635   -0.22120    0.68756
  10    -0.05226   -0.21473   -0.27366   -0.61260    0.13550   -0.45014   -0.16247   -0.22140    0.69380
  11     0.08855    0.00531   -0.13655   -0.53601    0.05295   -0.45276   -0.08324   -0.22510    0.73999
  12     0.12596    0.05312   -0.10035   -0.53827    0.04146   -0.46543   -0.07284   -0.22631    0.75268
  13     0.26363    0.42098    0.06151   -0.24247   -0.15662   -0.39982    0.15735   -0.20212    0.77456
  14     0.34072    0.51996    0.13782   -0.25964   -0.17952   -0.43888    0.17924   -0.20290    0.75177
  15     0.35973    0.54955    0.15856   -0.22070   -0.18779   -0.41052    0.18982   -0.20117    0.74449
  16     0.42500    0.63574    0.22105   -0.20469   -0.21248   -0.41544    0.21075   -0.20395    0.72904
  17     0.53289    0.75902    0.32634   -0.14426   -0.23127   -0.37039    0.22613   -0.20654    0.74952
  18     0.57505    0.81787    0.36918   -0.16031   -0.24712   -0.40314    0.24282   -0.20587    0.73971
  19     0.62016    0.86079    0.41407   -0.16605   -0.24524   -0.40668    0.24063   -0.20609    0.73832
  20     0.62471    0.87916    0.41920   -0.16632   -0.25831   -0.42077    0.25445   -0.20551    0.73205
 
k-point #     8:    0.000000    0.166667    0.666667    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10454   -3.86429   -3.61728   -2.48287    0.36559   -1.72313   -0.75974   -0.51274    0.78662
   6    -3.10414   -3.86379   -3.61169   -2.48348    0.36926   -1.72383   -0.75966   -0.50755    0.78092
   7    -3.10398   -3.86362   -3.61254   -2.48372    0.36823   -1.72408   -0.75964   -0.50855    0.78145
   8    -3.10396   -3.86359   -3.61028   -2.48377    0.36979   -1.72413   -0.75963   -0.50632    0.77887
   9    -0.17113   -0.39378   -0.39191   -0.68679    0.19633   -0.46415   -0.22265   -0.22078    0.68745
  10    -0.03004   -0.18147   -0.25216   -0.60925    0.12332   -0.45782   -0.15143   -0.22212    0.69117
  11     0.07843   -0.00997   -0.14642   -0.53371    0.05828   -0.44530   -0.08841   -0.22485    0.73565
  12     0.14376    0.07862   -0.08258   -0.53874    0.03390   -0.47361   -0.06513   -0.22634    0.75729
  13     0.27914    0.44296    0.07751   -0.25293   -0.16245   -0.41675    0.16382   -0.20163    0.77016
  14     0.34064    0.51745    0.13727   -0.25131   -0.17772   -0.42812    0.17681   -0.20338    0.75370
  15     0.34532    0.53360    0.14465   -0.22275   -0.18558   -0.41104    0.18829   -0.20067    0.74590
  16     0.45663    0.67588    0.25180   -0.21479   -0.22217   -0.43404    0.21925   -0.20483    0.73434
  17     0.45898    0.67126    0.25468   -0.17431   -0.21446   -0.38658    0.21227   -0.20430    0.74040
  18     0.53348    0.76693    0.32758   -0.16757   -0.23777   -0.40102    0.23345   -0.20590    0.74362
  19     0.60841    0.84111    0.40193   -0.13759   -0.23779   -0.37028    0.23270   -0.20649    0.74582
  20     0.66023    0.92491    0.45455   -0.19708   -0.26883   -0.46176    0.26469   -0.20568    0.72259
 
k-point #     9:    0.000000    0.166667    0.833333    0.055556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10460   -3.86433   -3.61727   -2.48278    0.36638   -1.72305   -0.75973   -0.51267    0.78805
   6    -3.10408   -3.86374   -3.61236   -2.48357    0.36851   -1.72391   -0.75966   -0.50828    0.78128
   7    -3.10401   -3.86365   -3.61322   -2.48369    0.36771   -1.72404   -0.75965   -0.50921    0.78207
   8    -3.10398   -3.86362   -3.61172   -2.48372    0.36877   -1.72408   -0.75964   -0.50773    0.78043
   9    -0.21390   -0.45537   -0.43437   -0.69507    0.21565   -0.45359   -0.24148   -0.22047    0.68839
  10     0.05462   -0.05256   -0.17105   -0.58748    0.07515   -0.48030   -0.10718   -0.22567    0.71742
  11     0.10174    0.02707   -0.12263   -0.51561    0.04562   -0.44095   -0.07466   -0.22437    0.74645
  12     0.17092    0.11775   -0.05533   -0.53814    0.02231   -0.48497   -0.05317   -0.22624    0.76340
  13     0.30166    0.47579    0.10080   -0.27367   -0.17172   -0.44779    0.17412   -0.20086    0.76045
  14     0.32098    0.50247    0.12054   -0.24592   -0.17849   -0.42741    0.18149   -0.20044    0.74987
  15     0.33082    0.49835    0.12626   -0.26977   -0.17000   -0.43730    0.16753   -0.20456    0.75726
  16     0.39692    0.59798    0.19421   -0.22774   -0.20109   -0.42880    0.20107   -0.20270    0.73710
  17     0.41362    0.60894    0.21139   -0.16312   -0.19471   -0.35844    0.19533   -0.20223    0.74905
  18     0.53525    0.77264    0.33158   -0.21943   -0.23871   -0.45682    0.23739   -0.20367    0.74597
  19     0.57051    0.79813    0.36389   -0.14821   -0.23286   -0.37584    0.22762   -0.20662    0.75008
  20     0.60911    0.83798    0.40250   -0.11219   -0.23412   -0.34106    0.22887   -0.20661    0.74702
 
k-point #    10:    0.000000    0.333333    0.333333    0.027778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10450   -3.86421   -3.61638   -2.48294    0.36699   -1.72322   -0.75972   -0.51188    0.78729
   6    -3.10419   -3.86387   -3.61435   -2.48342    0.36695   -1.72373   -0.75968   -0.51016    0.78291
   7    -3.10396   -3.86359   -3.61063   -2.48376    0.36973   -1.72413   -0.75963   -0.50668    0.77966
   8    -3.10396   -3.86359   -3.61062   -2.48376    0.36974   -1.72413   -0.75963   -0.50667    0.77965
   9    -0.17869   -0.40448   -0.39905   -0.68478    0.20013   -0.45899   -0.22579   -0.22036    0.68866
  10     0.00735   -0.12669   -0.21685   -0.62507    0.10305   -0.49102   -0.13405   -0.22421    0.69434
  11     0.10215    0.01842   -0.12404   -0.53902    0.05215   -0.45529   -0.08373   -0.22618    0.74407
  12     0.10215    0.01842   -0.12405   -0.53902    0.05214   -0.45529   -0.08373   -0.22619    0.74413
  13     0.21472    0.35472    0.01150   -0.24368   -0.14069   -0.38369    0.14001   -0.20322    0.78153
  14     0.26081    0.41955    0.05911   -0.20553   -0.15747   -0.36426    0.15873   -0.20170    0.77895
  15     0.45738    0.68139    0.25297   -0.23534   -0.22639   -0.45936    0.22402   -0.20441    0.72335
  16     0.45738    0.68139    0.25298   -0.23534   -0.22637   -0.45936    0.22402   -0.20439    0.72342
  17     0.55134    0.79676    0.34809   -0.27140   -0.24618   -0.51682    0.24542   -0.20325    0.73711
  18     0.55336    0.78787    0.35042   -0.15273   -0.23484   -0.38724    0.23451   -0.20294    0.75611
  19     0.66606    0.90993    0.45902   -0.16083   -0.24980   -0.40469    0.24386   -0.20704    0.73394
  20     0.68470    0.95223    0.47600   -0.14212   -0.27590   -0.40965    0.26753   -0.20870    0.71798
 
k-point #    11:    0.000000    0.333333    0.500000    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10443   -3.86415   -3.61582   -2.48305    0.36678   -1.72333   -0.75972   -0.51140    0.78565
   6    -3.10425   -3.86394   -3.61399   -2.48331    0.36755   -1.72362   -0.75969   -0.50973    0.78301
   7    -3.10395   -3.86357   -3.61039   -2.48378    0.36981   -1.72415   -0.75963   -0.50644    0.77923
   8    -3.10394   -3.86356   -3.60964   -2.48379    0.37035   -1.72417   -0.75963   -0.50570    0.77841
   9    -0.13569   -0.34185   -0.35699   -0.67489    0.17915   -0.46873   -0.20616   -0.22130    0.68897
  10    -0.04991   -0.21387   -0.27274   -0.64579    0.13517   -0.48183   -0.16396   -0.22283    0.69965
  11     0.05653   -0.04232   -0.16776   -0.52511    0.06910   -0.42626   -0.09885   -0.22429    0.72635
  12     0.09714    0.01035   -0.12922   -0.54221    0.05489   -0.45542   -0.08678   -0.22635    0.74205
  13     0.22687    0.37303    0.02415   -0.22921   -0.14620   -0.37537    0.14616   -0.20272    0.78213
  14     0.28829    0.45213    0.08548   -0.22948   -0.16401   -0.39332    0.16384   -0.20282    0.76846
  15     0.46394    0.68817    0.25991   -0.20845   -0.22608   -0.43268    0.22423   -0.20404    0.73174
  16     0.46476    0.68947    0.26028   -0.23752   -0.22715   -0.46223    0.22471   -0.20448    0.73267
  17     0.57959    0.83144    0.37403   -0.20031   -0.25580   -0.45216    0.25185   -0.20557    0.72906
  18     0.58328    0.82895    0.37760   -0.16772   -0.24973   -0.41339    0.24568   -0.20568    0.73757
  19     0.64314    0.90086    0.43774   -0.15876   -0.26144   -0.41648    0.25772   -0.20540    0.72951
  20     0.66309    0.93249    0.45790   -0.23458   -0.27288   -0.50398    0.26939   -0.20520    0.71886
 
k-point #    12:    0.000000    0.333333    0.666667    0.055556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10445   -3.86417   -3.61655   -2.48302    0.36590   -1.72329   -0.75973   -0.51210    0.78566
   6    -3.10423   -3.86391   -3.61324   -2.48334    0.36829   -1.72366   -0.75968   -0.50901    0.78265
   7    -3.10396   -3.86359   -3.61136   -2.48376    0.36910   -1.72413   -0.75963   -0.50740    0.78025
   8    -3.10393   -3.86356   -3.60885   -2.48381    0.37089   -1.72418   -0.75962   -0.50492    0.77747
   9    -0.12828   -0.33125   -0.35021   -0.67861    0.17510   -0.47564   -0.20297   -0.22193    0.69042
  10    -0.05761   -0.22509   -0.28011   -0.64296    0.13914   -0.47548   -0.16748   -0.22251    0.69925
  11     0.02736   -0.08689   -0.19566   -0.52650    0.08561   -0.41224   -0.11425   -0.22302    0.70990
  12     0.11353    0.03453   -0.11286   -0.54005    0.04732   -0.46106   -0.07900   -0.22639    0.74824
  13     0.24561    0.39831    0.04348   -0.22851   -0.15199   -0.38121    0.15270   -0.20213    0.77917
  14     0.40176    0.59669    0.19709   -0.20329   -0.19762   -0.39822    0.19493   -0.20468    0.73816
  15     0.42824    0.64902    0.22538   -0.21610   -0.22102   -0.43688    0.22078   -0.20286    0.72009
  16     0.44986    0.67029    0.24541   -0.23949   -0.22285   -0.45991    0.22042   -0.20446    0.73076
  17     0.46239    0.69170    0.25844   -0.23510   -0.23103   -0.46441    0.22931   -0.20395    0.73027
  18     0.47139    0.68212    0.26649   -0.16939   -0.21369   -0.38012    0.21072   -0.20490    0.74639
  19     0.71417    0.95791    0.50591   -0.11768   -0.25132   -0.36142    0.24374   -0.20826    0.73432
  20     0.73458    0.97231    0.52476   -0.10461   -0.24740   -0.34234    0.23774   -0.20982    0.73866
 
k-point #    13:    0.000000    0.500000    0.500000    0.013889
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10434   -3.86405   -3.61496   -2.48318    0.36710   -1.72348   -0.75971   -0.51061    0.78431
   6    -3.10434   -3.86405   -3.61483   -2.48318    0.36719   -1.72348   -0.75971   -0.51049    0.78416
   7    -3.10394   -3.86356   -3.60972   -2.48379    0.37028   -1.72417   -0.75962   -0.50578    0.77847
   8    -3.10394   -3.86356   -3.60972   -2.48379    0.37028   -1.72417   -0.75962   -0.50578    0.77849
   9    -0.09606   -0.28314   -0.31825   -0.66077    0.15911   -0.47368   -0.18708   -0.22219    0.69730
  10    -0.09606   -0.28314   -0.31824   -0.66077    0.15911   -0.47368   -0.18708   -0.22219    0.69712
  11     0.08612   -0.00617   -0.14025   -0.54501    0.06018   -0.45272   -0.09229   -0.22636    0.73737
  12     0.08612   -0.00617   -0.14024   -0.54501    0.06019   -0.45272   -0.09229   -0.22636    0.73734
  13     0.21365    0.35643    0.01071   -0.22637   -0.14309   -0.36915    0.14278   -0.20294    0.78387
  14     0.21365    0.35643    0.01071   -0.22637   -0.14309   -0.36915    0.14278   -0.20294    0.78390
  15     0.56149    0.82440    0.35673   -0.22460   -0.26580   -0.48751    0.26291   -0.20477    0.71965
  16     0.56149    0.82440    0.35672   -0.22460   -0.26581   -0.48751    0.26291   -0.20477    0.71966
  17     0.59351    0.83616    0.38732   -0.16994   -0.24739   -0.41260    0.24265   -0.20619    0.73908
  18     0.59351    0.83616    0.38732   -0.16994   -0.24739   -0.41260    0.24265   -0.20619    0.73883
  19     0.65079    0.90405    0.44531   -0.13789   -0.25707   -0.39116    0.25326   -0.20548    0.73284
  20     0.65079    0.90405    0.44531   -0.13789   -0.25708   -0.39116    0.25326   -0.20548    0.73279
 
k-point #    14:    0.166667    0.333333    0.500000    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10450   -3.86422   -3.61654   -2.48294    0.36651   -1.72322   -0.75972   -0.51204    0.78673
   6    -3.10419   -3.86386   -3.61327   -2.48341    0.36801   -1.72374   -0.75967   -0.50908    0.78228
   7    -3.10397   -3.86360   -3.61146   -2.48375    0.36905   -1.72412   -0.75963   -0.50749    0.78038
   8    -3.10395   -3.86357   -3.60993   -2.48378    0.37017   -1.72415   -0.75963   -0.50599    0.77878
   9    -0.16442   -0.38387   -0.38513   -0.68301    0.19324   -0.46355   -0.21946   -0.22071    0.68748
  10    -0.01604   -0.16212   -0.23943   -0.62979    0.11618   -0.48372   -0.14608   -0.22339    0.69253
  11     0.05883   -0.03872   -0.16538   -0.52534    0.06796   -0.42778   -0.09755   -0.22421    0.72713
  12     0.10636    0.03040   -0.11891   -0.52411    0.04576   -0.44815   -0.07596   -0.22526    0.74771
  13     0.29390    0.45849    0.09103   -0.24760   -0.16483   -0.41219    0.16459   -0.20287    0.76419
  14     0.32466    0.49762    0.12201   -0.20581   -0.17291   -0.37877    0.17296   -0.20265    0.76130
  15     0.34543    0.53282    0.14387   -0.25266   -0.18588   -0.44004    0.18738   -0.20157    0.74637
  16     0.44986    0.66951    0.24545   -0.23142   -0.22203   -0.45107    0.21966   -0.20441    0.72434
  17     0.52067    0.75231    0.31666   -0.19537   -0.23341   -0.42701    0.23164   -0.20401    0.74793
  18     0.55316    0.79765    0.34766   -0.18695   -0.24832   -0.43143    0.24449   -0.20551    0.73517
  19     0.66775    0.92443    0.46133   -0.18346   -0.26181   -0.44014    0.25668   -0.20642    0.72787
  20     0.67370    0.92873    0.46673   -0.13818   -0.26091   -0.39320    0.25502   -0.20697    0.72708
 
k-point #    15:    0.166667    0.333333    0.666667    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
   5    -3.10445   -3.86417   -3.61635   -2.48302    0.36620   -1.72330   -0.75972   -0.51190    0.78575
   6    -3.10424   -3.86392   -3.61351   -2.48334    0.36808   -1.72366   -0.75968   -0.50927    0.78290
   7    -3.10395   -3.86359   -3.61105   -2.48377    0.36930   -1.72414   -0.75963   -0.50710    0.77988
   8    -3.10393   -3.86356   -3.60929   -2.48380    0.37062   -1.72417   -0.75963   -0.50535    0.77805
   9    -0.12790   -0.33079   -0.34986   -0.67924    0.17497   -0.47634   -0.20289   -0.22196    0.69039
  10    -0.06044   -0.22877   -0.28267   -0.63794    0.14036   -0.46961   -0.16833   -0.22222    0.69832
  11     0.04254   -0.06425   -0.18130   -0.53249    0.07732   -0.42570   -0.10679   -0.22384    0.71777
  12     0.08893    0.00542   -0.13607   -0.52193    0.05343   -0.43841   -0.08351   -0.22500    0.74168
  13     0.31175    0.47859    0.10865   -0.22222   -0.16738   -0.38906    0.16684   -0.20310    0.76406
  14     0.32012    0.49799    0.11819   -0.24842   -0.17688   -0.42629    0.17787   -0.20193    0.75577
  15     0.41313    0.61616    0.20900   -0.20598   -0.20499   -0.40901    0.20304   -0.20412    0.73354
  16     0.42914    0.64679    0.22566   -0.21618   -0.21875   -0.43382    0.21764   -0.20349    0.72544
  17     0.46777    0.69217    0.26341   -0.22315   -0.22668   -0.44754    0.22439   -0.20436    0.73239
  18     0.59774    0.85033    0.39172   -0.17653   -0.25716   -0.42912    0.25258   -0.20603    0.72966
  19     0.62873    0.88323    0.42343   -0.18669   -0.25809   -0.44119    0.25450   -0.20531    0.72993
