k-point #     1:    0.000000    0.000000    0.000000    0.002778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
k-point #     6:    0.000000    0.000000    0.500000    0.002778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13055   -0.04602   -0.16135   -0.95539    0.14018   -0.77882   -0.17657   -0.29189    0.69195
  21     0.14347   -0.03617   -0.14375   -0.84811    0.14827   -0.66847   -0.17964   -0.28722    0.65361
  22     0.14347   -0.03617   -0.14378   -0.84811    0.14822   -0.66847   -0.17964   -0.28725    0.65368
  23     0.18021   -0.00820   -0.11420   -0.94031    0.14835   -0.75191   -0.18841   -0.29441    0.69135
  24     0.18021   -0.00820   -0.11420   -0.94031    0.14834   -0.75191   -0.18841   -0.29441    0.69131
  25     0.34255    0.64536    0.09997   -0.53608   -0.26721   -0.83889    0.30281   -0.24258    0.67799
  26     0.34255    0.64536    0.10005   -0.53608   -0.26712   -0.83889    0.30281   -0.24250    0.67846
  27     0.34935    0.70224    0.11498   -0.50682   -0.30563   -0.85972    0.35290   -0.23437    0.68435
  28     0.34935    0.70224    0.11492   -0.50682   -0.30570   -0.85972    0.35290   -0.23443    0.68409
  29     0.36728    0.66681    0.12336   -0.55926   -0.26533   -0.85878    0.29952   -0.24392    0.66664
  30     0.36728    0.66681    0.12340   -0.55926   -0.26529   -0.85878    0.29952   -0.24389    0.66678
  31     0.43697    0.75082    0.19377   -0.58480   -0.27853   -0.89864    0.31384   -0.24320    0.66595
  32     0.43697    0.75082    0.19373   -0.58480   -0.27858   -0.89864    0.31384   -0.24324    0.66568
 
k-point #     7:    0.000000    0.166667    0.000000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15952   -0.03062   -0.13744   -0.94454    0.14685   -0.75440   -0.19013   -0.29696    0.69873
  21     0.19776    0.03466   -0.09448   -0.93048    0.12680   -0.76738   -0.16310   -0.29224    0.70307
  22     0.20021    0.03398   -0.09502   -0.95390    0.12639   -0.78767   -0.16623   -0.29523    0.71569
  23     0.20794    0.04269   -0.08438   -0.94164    0.12896   -0.77639   -0.16525   -0.29232    0.70568
  24     0.22962    0.05207   -0.06307   -0.95234    0.14028   -0.77478   -0.17755   -0.29270    0.69705
  25     0.30557    0.60683    0.06898   -0.49959   -0.25898   -0.80085    0.30126   -0.23659    0.71246
  26     0.31698    0.60708    0.07732   -0.49718   -0.25198   -0.78727    0.29010   -0.23966    0.70981
  27     0.32754    0.63662    0.08798   -0.50965   -0.26978   -0.81873    0.30909   -0.23955    0.69096
  28     0.32810    0.65148    0.09120   -0.50975   -0.28033   -0.83313    0.32338   -0.23689    0.69280
  29     0.32982    0.64976    0.09228   -0.51591   -0.27780   -0.83585    0.31994   -0.23754    0.69237
  30     0.39643    0.73897    0.15148   -0.54510   -0.30782   -0.88764    0.34254   -0.24495    0.62697
  31     0.40413    0.71339    0.16457   -0.60360   -0.26970   -0.91287    0.30927   -0.23955    0.68646
  32     0.47253    0.78427    0.22643   -0.62429   -0.27981   -0.93603    0.31174   -0.24610    0.64560
 
k-point #     8:    0.000000    0.166667    0.100000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15200   -0.03480   -0.14315   -0.94147    0.14579   -0.75466   -0.18680   -0.29515    0.69337
  21     0.17999    0.01128   -0.11447   -0.93337    0.12953   -0.76466   -0.16871   -0.29446    0.70826
  22     0.20023    0.04279   -0.09189   -0.93352    0.12155   -0.77608   -0.15744   -0.29212    0.70785
  23     0.20264    0.04111   -0.08906   -0.93312    0.12603   -0.77159   -0.16153   -0.29171    0.70399
  24     0.22730    0.04945   -0.06533   -0.94928    0.14062   -0.77144   -0.17784   -0.29263    0.69626
  25     0.31396    0.61537    0.07646   -0.51113   -0.26002   -0.81254    0.30141   -0.23750    0.70592
  26     0.32121    0.61442    0.08183   -0.50607   -0.25452   -0.79928    0.29321   -0.23938    0.70664
  27     0.32209    0.63028    0.08325   -0.50685   -0.26816   -0.81504    0.30819   -0.23885    0.69615
  28     0.33105    0.64670    0.09322   -0.51851   -0.27403   -0.83416    0.31564   -0.23784    0.69396
  29     0.33576    0.64953    0.09679   -0.52133   -0.27356   -0.83509    0.31376   -0.23897    0.69005
  30     0.39384    0.73552    0.14898   -0.54390   -0.30692   -0.88557    0.34168   -0.24486    0.62875
  31     0.40894    0.71856    0.16879   -0.60580   -0.27070   -0.91542    0.30962   -0.24016    0.68250
  32     0.46452    0.77274    0.21873   -0.60618   -0.27613   -0.91439    0.30822   -0.24580    0.65177
 
k-point #     9:    0.000000    0.166667    0.200000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15917   -0.03069   -0.13694   -0.94528    0.14767   -0.75542   -0.18986   -0.29611    0.69687
  21     0.15944   -0.02670   -0.13523   -0.94864    0.14585   -0.76249   -0.18615   -0.29467    0.69378
  22     0.18769    0.03059   -0.10242   -0.91446    0.12359   -0.75735   -0.15711   -0.29011    0.69812
  23     0.18943    0.03608   -0.10142   -0.92173    0.11911   -0.76838   -0.15335   -0.29084    0.70452
  24     0.22059    0.03846   -0.07234   -0.94351    0.14435   -0.76138   -0.18213   -0.29293    0.69378
  25     0.31397    0.62618    0.07610   -0.48993   -0.27110   -0.80214    0.31221   -0.23787    0.70178
  26     0.32839    0.63430    0.09067   -0.51635   -0.26459   -0.82226    0.30591   -0.23772    0.70175
  27     0.33132    0.63946    0.09289   -0.52600   -0.26734   -0.83414    0.30814   -0.23843    0.69326
  28     0.33926    0.64039    0.09898   -0.53628   -0.26283   -0.83740    0.30112   -0.24028    0.69044
  29     0.34593    0.65117    0.10512   -0.53557   -0.26743   -0.84081    0.30524   -0.24081    0.68527
  30     0.38625    0.72233    0.14198   -0.54332   -0.30089   -0.87939    0.33607   -0.24428    0.63784
  31     0.42009    0.73500    0.17814   -0.60710   -0.27773   -0.92201    0.31492   -0.24195    0.66597
  32     0.45030    0.75914    0.20603   -0.59226   -0.27483   -0.90109    0.30884   -0.24427    0.66000
 
k-point #    10:    0.000000    0.166667    0.300000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.16012   -0.01215   -0.13436   -0.93828    0.13292   -0.76601   -0.17227   -0.29447    0.70543
  21     0.16371   -0.02222   -0.13276   -0.94693    0.14357   -0.76101   -0.18593   -0.29646    0.70235
  22     0.17279    0.00788   -0.11686   -0.91085    0.13151   -0.74594   -0.16491   -0.28966    0.68681
  23     0.17478    0.00005   -0.11562   -0.91768    0.14001   -0.74295   -0.17473   -0.29041    0.68222
  24     0.20684    0.02692   -0.08563   -0.92205    0.14289   -0.74212   -0.17992   -0.29247    0.69546
  25     0.31217    0.61631    0.07317   -0.49671   -0.26471   -0.80085    0.30414   -0.23900    0.70285
  26     0.33437    0.65692    0.09861   -0.51704   -0.27813   -0.83959    0.32255   -0.23576    0.69705
  27     0.34563    0.67571    0.10812   -0.52095   -0.28724   -0.85102    0.33008   -0.23751    0.68174
  28     0.34772    0.64319    0.10565   -0.54723   -0.25941   -0.84270    0.29547   -0.24207    0.68338
  29     0.35806    0.66028    0.11559   -0.54889   -0.26634   -0.85112    0.30222   -0.24247    0.67577
  30     0.37611    0.70248    0.13248   -0.54403   -0.29086   -0.87040    0.32637   -0.24363    0.65012
  31     0.42841    0.75021    0.18542   -0.60470   -0.28543   -0.92649    0.32180   -0.24299    0.65249
  32     0.43819    0.74971    0.19628   -0.59247   -0.27465   -0.90399    0.31152   -0.24192    0.67255
 
k-point #    11:    0.000000    0.166667    0.400000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14124   -0.03177   -0.15045   -0.91448    0.13671   -0.74147   -0.17302   -0.29170    0.68800
  21     0.14762   -0.02706   -0.14560   -0.93026    0.13656   -0.75557   -0.17469   -0.29323    0.69536
  22     0.17380   -0.01287   -0.11956   -0.93156    0.14791   -0.74490   -0.18667   -0.29336    0.68745
  23     0.17637   -0.00770   -0.11662   -0.93277    0.14594   -0.74870   -0.18407   -0.29299    0.68904
  24     0.18333    0.00972   -0.10735   -0.88740    0.13879   -0.71379   -0.17361   -0.29068    0.68821
  25     0.31927    0.61331    0.07824   -0.51673   -0.25721   -0.81077    0.29404   -0.24104    0.69722
  26     0.34114    0.67857    0.10646   -0.51347   -0.29114   -0.85090    0.33743   -0.23468    0.69191
  27     0.34546    0.64527    0.10315   -0.53937   -0.26393   -0.83918    0.29981   -0.24231    0.68015
  28     0.35290    0.70288    0.11683   -0.51213   -0.30464   -0.86211    0.34999   -0.23607    0.67594
  29     0.36743    0.67195    0.12394   -0.55531   -0.26963   -0.85983    0.30452   -0.24348    0.66595
  30     0.37104    0.68432    0.12754   -0.55177   -0.27809   -0.86506    0.31328   -0.24350    0.65962
  31     0.42946    0.74117    0.18921   -0.59678   -0.27296   -0.90849    0.31171   -0.24025    0.68290
  32     0.42960    0.75256    0.18751   -0.60277   -0.28554   -0.92573    0.32295   -0.24209    0.65804
 
k-point #    12:    0.000000    0.166667    0.500000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13258   -0.04986   -0.16071   -0.94763    0.14393   -0.76518   -0.18245   -0.29330    0.69007
  21     0.15502   -0.01989   -0.13377   -0.86427    0.14191   -0.68936   -0.17491   -0.28879    0.66879
  22     0.15502   -0.01989   -0.13380   -0.86427    0.14187   -0.68936   -0.17491   -0.28881    0.66885
  23     0.17620   -0.01001   -0.11724   -0.93274    0.14740   -0.74653   -0.18621   -0.29343    0.68839
  24     0.17620   -0.01001   -0.11725   -0.93274    0.14738   -0.74653   -0.18621   -0.29345    0.68850
  25     0.33226    0.62546    0.08999   -0.53184   -0.25768   -0.82504    0.29320   -0.24227    0.68812
  26     0.33226    0.62546    0.09004   -0.53184   -0.25762   -0.82504    0.29320   -0.24222    0.68841
  27     0.34959    0.70372    0.11528   -0.50661   -0.30674   -0.86074    0.35413   -0.23432    0.68367
  28     0.34959    0.70372    0.11522   -0.50661   -0.30681   -0.86074    0.35413   -0.23438    0.68341
  29     0.37093    0.67761    0.12715   -0.55661   -0.27203   -0.86328    0.30667   -0.24379    0.66189
  30     0.37093    0.67761    0.12715   -0.55661   -0.27203   -0.86328    0.30667   -0.24379    0.66185
  31     0.42773    0.74491    0.18701   -0.60053   -0.27859   -0.91771    0.31718   -0.24072    0.67366
  32     0.42773    0.74491    0.18701   -0.60053   -0.27859   -0.91771    0.31718   -0.24072    0.67367
 
k-point #    13:    0.000000    0.333333    0.000000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15817   -0.01325   -0.13241   -0.90240    0.13650   -0.73098   -0.17142   -0.29058    0.68347
  21     0.16267   -0.01693   -0.13263   -0.93622    0.13880   -0.75662   -0.17960   -0.29529    0.70046
  22     0.18554    0.02242   -0.10838   -0.93815    0.12485   -0.77503   -0.16312   -0.29393    0.71094
  23     0.19994    0.02387   -0.09208   -0.93071    0.13965   -0.75464   -0.17608   -0.29202    0.69478
  24     0.21828    0.03753   -0.07448   -0.94182    0.14318   -0.76107   -0.18075   -0.29277    0.69332
  25     0.31638    0.61645    0.07817   -0.50666   -0.25965   -0.80673    0.30007   -0.23821    0.70525
  26     0.32522    0.62261    0.08524   -0.50148   -0.25924   -0.79887    0.29739   -0.23998    0.70079
  27     0.33751    0.66138    0.09914   -0.51901   -0.28257   -0.84288    0.32387   -0.23837    0.68645
  28     0.34041    0.66039    0.10112   -0.52749   -0.27991   -0.84746    0.31998   -0.23929    0.68464
  29     0.34424    0.65543    0.10318   -0.52017   -0.27349   -0.83136    0.31119   -0.24106    0.68037
  30     0.38234    0.71472    0.13860   -0.53519   -0.29678   -0.86757    0.33238   -0.24374    0.64541
  31     0.42724    0.73195    0.18521   -0.61626   -0.26817   -0.92096    0.30471   -0.24203    0.67559
  32     0.46531    0.76864    0.22069   -0.62188   -0.26979   -0.92521    0.30333   -0.24462    0.65872
 
k-point #    14:    0.000000    0.333333    0.100000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15017   -0.02399   -0.14271   -0.92983    0.13645   -0.75567   -0.17416   -0.29288    0.69405
  21     0.15301   -0.02415   -0.13997   -0.92082    0.13915   -0.74366   -0.17716   -0.29299    0.69115
  22     0.17908    0.02021   -0.11248   -0.91758    0.12347   -0.75871   -0.15888   -0.29156    0.70182
  23     0.20038    0.02444   -0.09209   -0.93225    0.13896   -0.75631   -0.17594   -0.29247    0.69650
  24     0.21827    0.03902   -0.07450   -0.94380    0.14173   -0.76455   -0.17926   -0.29277    0.69441
  25     0.32201    0.62957    0.08396   -0.50857   -0.26656   -0.81613    0.30756   -0.23804    0.69929
  26     0.32909    0.63494    0.08972   -0.50512   -0.26656   -0.81097    0.30586   -0.23937    0.69600
  27     0.33589    0.63794    0.09503   -0.52923   -0.26451   -0.83128    0.30205   -0.24087    0.68861
  28     0.33912    0.65284    0.09985   -0.52628   -0.27386   -0.84000    0.31372   -0.23927    0.68867
  29     0.34856    0.66796    0.10821   -0.52294   -0.28057   -0.84234    0.31940   -0.24034    0.67906
  30     0.38033    0.71221    0.13679   -0.53472   -0.29608   -0.86661    0.33189   -0.24354    0.64727
  31     0.42906    0.73542    0.18668   -0.61824   -0.27009   -0.92461    0.30636   -0.24238    0.67104
  32     0.45459    0.75530    0.21051   -0.60538   -0.26675   -0.90609    0.30071   -0.24408    0.66647
 
k-point #    15:    0.000000    0.333333    0.200000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14481   -0.04609   -0.14996   -0.93573    0.15015   -0.74483   -0.19090   -0.29477    0.68832
  21     0.14868   -0.02602   -0.14396   -0.94713    0.13743   -0.77243   -0.17470   -0.29264    0.69553
  22     0.17830    0.02069   -0.11242   -0.91639    0.12326   -0.75879   -0.15760   -0.29072    0.69885
  23     0.19492    0.02333   -0.09710   -0.92295    0.13554   -0.75136   -0.17160   -0.29202    0.70201
  24     0.21338    0.03549   -0.07935   -0.93720    0.14089   -0.75932   -0.17789   -0.29273    0.70317
  25     0.32067    0.63033    0.08205   -0.50070   -0.26937   -0.81037    0.30966   -0.23862    0.69733
  26     0.33541    0.64670    0.09609   -0.51783   -0.27157   -0.82912    0.31129   -0.23932    0.68969
  27     0.33981    0.64411    0.09959   -0.53352   -0.26577   -0.83782    0.30431   -0.24022    0.68773
  28     0.34214    0.64837    0.10251   -0.53246   -0.26701   -0.83869    0.30623   -0.23963    0.69064
  29     0.35620    0.67390    0.11512   -0.53028   -0.27974   -0.84798    0.31770   -0.24109    0.67515
  30     0.37577    0.70558    0.13266   -0.53500   -0.29360   -0.86481    0.32981   -0.24312    0.65184
  31     0.42909    0.73899    0.18655   -0.61454   -0.27354   -0.92444    0.30990   -0.24254    0.66496
  32     0.43591    0.73787    0.19381   -0.59024   -0.26574   -0.89220    0.30197   -0.24210    0.67951
 
k-point #    16:    0.000000    0.333333    0.300000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14906   -0.04584   -0.14605   -0.92963    0.15350   -0.73473   -0.19490   -0.29511    0.68584
  21     0.15190   -0.02858   -0.14203   -0.93445    0.14127   -0.75397   -0.18048   -0.29393    0.69392
  22     0.17393    0.01232   -0.11674   -0.91530    0.12712   -0.75370   -0.16161   -0.29067    0.69452
  23     0.18532    0.01527   -0.10523   -0.91385    0.13538   -0.74380   -0.17005   -0.29055    0.68743
  24     0.20675    0.02439   -0.08634   -0.93453    0.14443   -0.75217   -0.18236   -0.29309    0.69525
  25     0.31040    0.61506    0.07192   -0.48891   -0.26466   -0.79358    0.30466   -0.23848    0.70584
  26     0.33430    0.62998    0.09328   -0.53177   -0.25849   -0.82745    0.29568   -0.24102    0.69096
  27     0.34496    0.67241    0.10781   -0.52107   -0.28441   -0.84851    0.32745   -0.23715    0.68702
  28     0.34962    0.67709    0.11115   -0.52633   -0.28587   -0.85379    0.32747   -0.23847    0.67900
  29     0.36540    0.68030    0.12303   -0.54147   -0.27842   -0.85637    0.31490   -0.24237    0.66721
  30     0.37306    0.69659    0.13006   -0.54176   -0.28740   -0.86530    0.32354   -0.24299    0.65644
  31     0.42193    0.72976    0.18231   -0.59138   -0.26853   -0.89921    0.30783   -0.23962    0.68949
  32     0.42450    0.73963    0.18317   -0.60666   -0.27714   -0.92179    0.31513   -0.24133    0.66823
 
k-point #    17:    0.000000    0.333333    0.400000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14935   -0.04260   -0.14676   -0.93158    0.14949   -0.73963   -0.19194   -0.29611    0.69242
  21     0.15795   -0.02010   -0.13453   -0.90885    0.14053   -0.73079   -0.17806   -0.29249    0.68675
  22     0.16539   -0.00834   -0.12483   -0.91119    0.13921   -0.73746   -0.17373   -0.29022    0.68092
  23     0.17730    0.00358   -0.11294   -0.90778    0.13921   -0.73407   -0.17372   -0.29024    0.68185
  24     0.19648    0.01531   -0.09639   -0.92144    0.14340   -0.74027   -0.18117   -0.29287    0.69256
  25     0.30662    0.60437    0.06752   -0.49088   -0.25880   -0.78864    0.29776   -0.23910    0.70897
  26     0.32442    0.61308    0.08305   -0.52443   -0.25229   -0.81309    0.28866   -0.24138    0.69676
  27     0.34689    0.69343    0.11203   -0.51110   -0.30006   -0.85763    0.34654   -0.23486    0.68539
  28     0.35289    0.70233    0.11680   -0.51280   -0.30415   -0.86223    0.34943   -0.23609    0.67630
  29     0.37258    0.68482    0.12909   -0.55242   -0.27704   -0.86465    0.31224   -0.24349    0.65985
  30     0.37428    0.69008    0.13085   -0.55227   -0.28039   -0.86807    0.31580   -0.24343    0.65758
  31     0.41676    0.73094    0.17838   -0.60075   -0.27309   -0.91493    0.31418   -0.23838    0.68958
  32     0.42173    0.74293    0.18164   -0.60746   -0.28149   -0.92866    0.32120   -0.24008    0.67068
 
k-point #    18:    0.000000    0.333333    0.500000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13871   -0.05118   -0.15581   -0.93021    0.14935   -0.74033   -0.18989   -0.29452    0.68598
  21     0.16479   -0.01613   -0.12701   -0.91912    0.14417   -0.73820   -0.18092   -0.29180    0.68256
  22     0.16479   -0.01613   -0.12701   -0.91912    0.14417   -0.73820   -0.18092   -0.29180    0.68249
  23     0.18109    0.00567   -0.11017   -0.89954    0.13970   -0.72411   -0.17542   -0.29126    0.68694
  24     0.18109    0.00567   -0.11021   -0.89954    0.13965   -0.72411   -0.17542   -0.29130    0.68714
  25     0.31273    0.60216    0.07215   -0.50797   -0.25233   -0.79740    0.28943   -0.24058    0.70440
  26     0.31273    0.60216    0.07218   -0.50797   -0.25230   -0.79740    0.28943   -0.24055    0.70458
  27     0.35003    0.70640    0.11581   -0.50609   -0.30876   -0.86246    0.35637   -0.23422    0.68241
  28     0.35003    0.70640    0.11575   -0.50609   -0.30883   -0.86246    0.35637   -0.23428    0.68215
  29     0.37521    0.68695    0.13145   -0.55685   -0.27684   -0.86858    0.31173   -0.24377    0.65762
  30     0.37521    0.68695    0.13143   -0.55685   -0.27686   -0.86858    0.31173   -0.24379    0.65745
  31     0.41886    0.73977    0.17987   -0.60699   -0.28004   -0.92790    0.32091   -0.23899    0.67829
  32     0.41886    0.73977    0.17989   -0.60699   -0.28001   -0.92790    0.32091   -0.23897    0.67841
 
k-point #    19:    0.000000    0.500000    0.000000    0.005556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.11885   -0.06075   -0.17188   -0.93240    0.14427   -0.75280   -0.17960   -0.29073    0.67972
  21     0.17144    0.00257   -0.12255   -0.93245    0.13017   -0.76359   -0.16887   -0.29399    0.70482
  22     0.17144    0.00257   -0.12259   -0.93245    0.13013   -0.76359   -0.16887   -0.29403    0.70497
