k-point #     1:    0.000000    0.000000    0.000000    0.002778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  22     0.18929    0.03749   -0.09168   -0.92446    0.13162   -0.77265   -0.15180   -0.28097    0.70601
  23     0.18929    0.03749   -0.09166   -0.92446    0.13164   -0.77265   -0.15180   -0.28095    0.70588
  24     0.22319    0.04065   -0.05972   -0.94394    0.15882   -0.76141   -0.18253   -0.28291    0.68300
  25     0.31406    0.62866    0.08471   -0.48971   -0.26038   -0.80432    0.31460   -0.22935    0.68906
  26     0.32117    0.62784    0.09376   -0.50988   -0.25046   -0.81655    0.30667   -0.22741    0.69922
  27     0.32734    0.63943    0.09908   -0.51908   -0.25613   -0.83116    0.31208   -0.22826    0.68725
  28     0.34055    0.63665    0.10908   -0.54245   -0.24474   -0.83856    0.29610   -0.23147    0.68628
  29     0.34055    0.63665    0.10911   -0.54245   -0.24471   -0.83856    0.29610   -0.23144    0.68642
  30     0.39029    0.72911    0.15654   -0.54671   -0.28830   -0.88553    0.33882   -0.23374    0.65255
  31     0.41465    0.73279    0.18529   -0.59987   -0.26303   -0.91801    0.31814   -0.22936    0.67784
  32     0.45999    0.77440    0.22780   -0.60468   -0.26289   -0.91909    0.31442   -0.23219    0.67014
 
k-point #     4:    0.000000    0.000000    0.300000    0.005556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.16503    0.00786   -0.11657   -0.92261    0.13610   -0.76544   -0.15717   -0.28159    0.70604
  21     0.16503    0.00786   -0.11653   -0.92261    0.13614   -0.76544   -0.15717   -0.28156    0.70583
  22     0.17220   -0.01791   -0.11263   -0.93934    0.16375   -0.74923   -0.19011   -0.28483    0.68720
  23     0.17220   -0.01791   -0.11263   -0.93934    0.16374   -0.74923   -0.19011   -0.28483    0.68715
  24     0.20408    0.02727   -0.07798   -0.90974    0.15423   -0.73293   -0.17681   -0.28206    0.67981
  25     0.31653    0.62070    0.08558   -0.50533   -0.25217   -0.80951    0.30418   -0.23094    0.68777
  26     0.32914    0.65190    0.10413   -0.51172   -0.26312   -0.83447    0.32275   -0.22501    0.69940
  27     0.34374    0.67630    0.11667   -0.51660   -0.27443   -0.84916    0.33256   -0.22707    0.68200
  28     0.35388    0.64683    0.12067   -0.55568   -0.24365   -0.84863    0.29295   -0.23321    0.67957
  29     0.35388    0.64683    0.12070   -0.55568   -0.24361   -0.84863    0.29295   -0.23318    0.67972
  30     0.37678    0.70428    0.14311   -0.54503   -0.27733   -0.87253    0.32750   -0.23367    0.65868
  31     0.42687    0.75043    0.19599   -0.59782   -0.26986   -0.92138    0.32356   -0.23088    0.66733
  32     0.45427    0.77041    0.22338   -0.60849   -0.26292   -0.92463    0.31614   -0.23089    0.67324
 
k-point #     5:    0.000000    0.000000    0.400000    0.005556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14212   -0.02613   -0.14018   -0.93462    0.14601   -0.76637   -0.16825   -0.28230    0.70061
  21     0.14212   -0.02613   -0.14014   -0.93462    0.14607   -0.76637   -0.16825   -0.28225    0.70037
  22     0.17566    0.00175   -0.10561   -0.87306    0.15248   -0.69915   -0.17391   -0.28127    0.67900
  23     0.17840   -0.01069   -0.10655   -0.94079    0.16259   -0.75169   -0.18910   -0.28496    0.68811
  24     0.17840   -0.01069   -0.10655   -0.94079    0.16259   -0.75169   -0.18910   -0.28496    0.68806
  25     0.32693    0.62489    0.09425   -0.52455   -0.24796   -0.82250    0.29795   -0.23268    0.68081
  26     0.33872    0.67845    0.11436   -0.50823   -0.27820   -0.84796    0.33973   -0.22435    0.68844
  27     0.35289    0.70394    0.12652   -0.51118   -0.29095   -0.86224    0.35106   -0.22637    0.67125
  28     0.36010    0.67444    0.12644   -0.54194   -0.26472   -0.85628    0.31434   -0.23366    0.66607
  29     0.36376    0.66084    0.12979   -0.55914   -0.24844   -0.85622    0.29708   -0.23396    0.67335
  30     0.36376    0.66084    0.12983   -0.55914   -0.24840   -0.85622    0.29708   -0.23393    0.67351
  31     0.43345    0.75625    0.20204   -0.59154   -0.27000   -0.91434    0.32281   -0.23141    0.66866
  32     0.44778    0.75739    0.21582   -0.58269   -0.25865   -0.89230    0.30961   -0.23196    0.68202
 
k-point #     6:    0.000000    0.000000    0.500000    0.002778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13055   -0.04602   -0.15234   -0.95539    0.15340   -0.77882   -0.17657   -0.28289    0.69810
  21     0.14347   -0.03617   -0.13733   -0.84811    0.15856   -0.66847   -0.17964   -0.28080    0.66837
  22     0.14347   -0.03617   -0.13741   -0.84811    0.15847   -0.66847   -0.17964   -0.28088    0.66915
  23     0.18021   -0.00820   -0.10469   -0.94031    0.16199   -0.75191   -0.18841   -0.28490    0.68812
  24     0.18021   -0.00820   -0.10469   -0.94031    0.16198   -0.75191   -0.18841   -0.28490    0.68807
  25     0.34255    0.64536    0.10889   -0.53608   -0.25364   -0.83889    0.30281   -0.23365    0.67240
  26     0.34255    0.64536    0.10897   -0.53608   -0.25355   -0.83889    0.30281   -0.23358    0.67269
  27     0.34935    0.70224    0.12429   -0.50682   -0.29124   -0.85972    0.35290   -0.22506    0.67567
  28     0.34935    0.70224    0.12423   -0.50682   -0.29131   -0.85972    0.35290   -0.22511    0.67544
  29     0.36728    0.66681    0.13312   -0.55926   -0.25101   -0.85878    0.29952   -0.23417    0.67093
  30     0.36728    0.66681    0.13315   -0.55926   -0.25097   -0.85878    0.29952   -0.23413    0.67110
  31     0.43697    0.75082    0.20562   -0.58480   -0.26181   -0.89864    0.31384   -0.23135    0.67968
  32     0.43697    0.75082    0.20559   -0.58480   -0.26185   -0.89864    0.31384   -0.23139    0.67952
 
k-point #     7:    0.000000    0.166667    0.000000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15952   -0.03062   -0.12843   -0.94454    0.15997   -0.75440   -0.19013   -0.28795    0.70376
  21     0.19776    0.03466   -0.08458   -0.93048    0.14077   -0.76738   -0.16310   -0.28235    0.69995
  22     0.20021    0.03398   -0.08456   -0.95390    0.14088   -0.78767   -0.16623   -0.28477    0.71213
  23     0.20794    0.04269   -0.07406   -0.94164    0.14330   -0.77639   -0.16525   -0.28201    0.69672
  24     0.22962    0.05207   -0.05292   -0.95234    0.15453   -0.77478   -0.17755   -0.28254    0.68722
  25     0.30557    0.60683    0.07798   -0.49959   -0.24558   -0.80085    0.30126   -0.22759    0.70272
  26     0.31698    0.60708    0.08597   -0.49718   -0.23909   -0.78727    0.29010   -0.23101    0.70011
  27     0.32754    0.63662    0.09647   -0.50965   -0.25665   -0.81873    0.30909   -0.23106    0.67996
  28     0.32810    0.65148    0.10076   -0.50975   -0.26636   -0.83313    0.32338   -0.22733    0.69064
  29     0.32982    0.64976    0.10187   -0.51591   -0.26373   -0.83585    0.31994   -0.22795    0.68973
  30     0.39643    0.73897    0.16297   -0.54510   -0.29164   -0.88764    0.34254   -0.23346    0.65330
  31     0.40413    0.71339    0.17641   -0.60360   -0.25300   -0.91287    0.30927   -0.22771    0.69318
  32     0.47253    0.78427    0.23981   -0.62429   -0.26058   -0.93603    0.31174   -0.23272    0.66462
 
k-point #     8:    0.000000    0.166667    0.100000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15200   -0.03480   -0.13436   -0.94147    0.15875   -0.75466   -0.18680   -0.28636    0.70021
  21     0.17999    0.01128   -0.10475   -0.93337    0.14328   -0.76466   -0.16871   -0.28474    0.70882
  22     0.20023    0.04279   -0.08177   -0.93352    0.13574   -0.77608   -0.15744   -0.28200    0.70421
  23     0.20264    0.04111   -0.07890   -0.93312    0.14028   -0.77159   -0.16153   -0.28154    0.69741
  24     0.22730    0.04945   -0.05520   -0.94928    0.15484   -0.77144   -0.17784   -0.28249    0.68599
  25     0.31396    0.61537    0.08551   -0.51113   -0.24646   -0.81254    0.30141   -0.22845    0.69637
  26     0.32121    0.61442    0.09061   -0.50607   -0.24142   -0.79928    0.29321   -0.23061    0.69724
  27     0.32209    0.63028    0.09191   -0.50685   -0.25488   -0.81504    0.30819   -0.23018    0.68531
  28     0.33105    0.64670    0.10269   -0.51851   -0.26005   -0.83416    0.31564   -0.22837    0.68979
  29     0.33576    0.64953    0.10619   -0.52133   -0.25963   -0.83509    0.31376   -0.22958    0.68608
  30     0.39384    0.73552    0.16023   -0.54390   -0.29095   -0.88557    0.34168   -0.23361    0.65262
  31     0.40894    0.71856    0.18059   -0.60580   -0.25395   -0.91542    0.30962   -0.22835    0.68915
  32     0.46452    0.77274    0.23167   -0.60618   -0.25777   -0.91439    0.30822   -0.23285    0.67125
 
k-point #     9:    0.000000    0.166667    0.200000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15917   -0.03069   -0.12789   -0.94528    0.16085   -0.75542   -0.18986   -0.28706    0.70141
  21     0.15944   -0.02670   -0.12607   -0.94864    0.15922   -0.76249   -0.18615   -0.28551    0.69799
  22     0.18769    0.03059   -0.09283   -0.91446    0.13727   -0.75735   -0.15711   -0.28052    0.69574
  23     0.18943    0.03608   -0.09162   -0.92173    0.13297   -0.76838   -0.15335   -0.28105    0.70345
  24     0.22059    0.03846   -0.06225   -0.94351    0.15849   -0.76138   -0.18213   -0.28284    0.68180
  25     0.31397    0.62618    0.08472   -0.48993   -0.25799   -0.80214    0.31221   -0.22925    0.69102
  26     0.32839    0.63430    0.09979   -0.51635   -0.25113   -0.82226    0.30591   -0.22860    0.69590
  27     0.33132    0.63946    0.10197   -0.52600   -0.25361   -0.83414    0.30814   -0.22935    0.68524
  28     0.33926    0.64039    0.10838   -0.53628   -0.24890   -0.83740    0.30112   -0.23088    0.68606
  29     0.34593    0.65117    0.11454   -0.53557   -0.25346   -0.84081    0.30524   -0.23138    0.68234
  30     0.38625    0.72233    0.15271   -0.54332   -0.28545   -0.87939    0.33607   -0.23354    0.65534
  31     0.42009    0.73500    0.19024   -0.60710   -0.26050   -0.92201    0.31492   -0.22985    0.67755
  32     0.45030    0.75914    0.21843   -0.59226   -0.25746   -0.90109    0.30884   -0.23187    0.67833
 
k-point #    10:    0.000000    0.166667    0.300000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.16012   -0.01215   -0.12510   -0.93828    0.14622   -0.76601   -0.17227   -0.28522    0.71033
  21     0.16371   -0.02222   -0.12349   -0.94693    0.15691   -0.76101   -0.18593   -0.28720    0.70590
  22     0.17279    0.00788   -0.10787   -0.91085    0.14468   -0.74594   -0.16491   -0.28066    0.68929
  23     0.17478    0.00005   -0.10658   -0.91768    0.15328   -0.74295   -0.17473   -0.28136    0.68294
  24     0.20684    0.02692   -0.07581   -0.92205    0.15652   -0.74212   -0.17992   -0.28266    0.68118
  25     0.31217    0.61631    0.08189   -0.49671   -0.25154   -0.80085    0.30414   -0.23028    0.69267
  26     0.33437    0.65692    0.10852   -0.51704   -0.26374   -0.83959    0.32255   -0.22585    0.69497
  27     0.34563    0.67571    0.11798   -0.52095   -0.27270   -0.85102    0.33008   -0.22765    0.68083
  28     0.34772    0.64319    0.11506   -0.54723   -0.24545   -0.84270    0.29547   -0.23266    0.68077
  29     0.35806    0.66028    0.12519   -0.54889   -0.25218   -0.85112    0.30222   -0.23286    0.67639
  30     0.37611    0.70248    0.14267   -0.54403   -0.27599   -0.87040    0.32637   -0.23343    0.66059
  31     0.42841    0.75021    0.19784   -0.60470   -0.26777   -0.92649    0.32180   -0.23058    0.66882
  32     0.43819    0.74971    0.20815   -0.59247   -0.25789   -0.90399    0.31152   -0.23004    0.68384
 
k-point #    11:    0.000000    0.166667    0.400000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14124   -0.03177   -0.14221   -0.91448    0.14901   -0.74147   -0.17302   -0.28345    0.69704
  21     0.14762   -0.02706   -0.13691   -0.93026    0.14934   -0.75557   -0.17469   -0.28453    0.70297
  22     0.17380   -0.01287   -0.11035   -0.93156    0.16127   -0.74490   -0.18667   -0.28415    0.68640
  23     0.17637   -0.00770   -0.10725   -0.93277    0.15944   -0.74870   -0.18407   -0.28362    0.68621
  24     0.18333    0.00972   -0.09838   -0.88740    0.15163   -0.71379   -0.17361   -0.28171    0.68206
  25     0.31927    0.61331    0.08711   -0.51673   -0.24382   -0.81077    0.29404   -0.23216    0.68804
  26     0.34114    0.67857    0.11609   -0.51347   -0.27671   -0.85090    0.33743   -0.22505    0.68617
  27     0.34546    0.64527    0.11233   -0.53937   -0.25019   -0.83918    0.29981   -0.23313    0.67682
  28     0.35290    0.70288    0.12636   -0.51213   -0.29013   -0.86211    0.34999   -0.22654    0.67118
  29     0.36743    0.67195    0.13373   -0.55531   -0.25527   -0.85983    0.30452   -0.23370    0.67043
  30     0.37104    0.68432    0.13748   -0.55177   -0.26353   -0.86506    0.31328   -0.23356    0.66644
  31     0.42946    0.74117    0.20078   -0.59678   -0.25646   -0.90849    0.31171   -0.22868    0.68840
  32     0.42960    0.75256    0.19998   -0.60277   -0.26794   -0.92573    0.32295   -0.22962    0.67430
 
k-point #    12:    0.000000    0.166667    0.500000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13258   -0.04986   -0.15209   -0.94763    0.15672   -0.76518   -0.18245   -0.28467    0.69808
  21     0.15502   -0.01989   -0.12643   -0.86427    0.15320   -0.68936   -0.17491   -0.28145    0.67866
  22     0.15502   -0.01989   -0.12648   -0.86427    0.15314   -0.68936   -0.17491   -0.28150    0.67913
  23     0.17620   -0.01001   -0.10793   -0.93274    0.16084   -0.74653   -0.18621   -0.28413    0.68645
  24     0.17620   -0.01001   -0.10794   -0.93274    0.16083   -0.74653   -0.18621   -0.28413    0.68642
  25     0.33226    0.62546    0.09886   -0.53184   -0.24418   -0.82504    0.29320   -0.23340    0.67953
  26     0.33226    0.62546    0.09892   -0.53184   -0.24411   -0.82504    0.29320   -0.23335    0.67985
  27     0.34959    0.70372    0.12458   -0.50661   -0.29234   -0.86074    0.35413   -0.22501    0.67496
  28     0.34959    0.70372    0.12452   -0.50661   -0.29241   -0.86074    0.35413   -0.22507    0.67472
  29     0.37093    0.67761    0.13702   -0.55661   -0.25758   -0.86328    0.30667   -0.23392    0.66811
  30     0.37093    0.67761    0.13703   -0.55661   -0.25757   -0.86328    0.30667   -0.23390    0.66820
  31     0.42773    0.74491    0.19887   -0.60053   -0.26172   -0.91771    0.31718   -0.22886    0.68258
  32     0.42773    0.74491    0.19888   -0.60053   -0.26172   -0.91771    0.31718   -0.22885    0.68260
 
k-point #    13:    0.000000    0.333333    0.000000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15817   -0.01325   -0.12394   -0.90240    0.14909   -0.73098   -0.17142   -0.28212    0.68952
  21     0.16267   -0.01693   -0.12356   -0.93622    0.15195   -0.75662   -0.17960   -0.28622    0.70561
  22     0.18554    0.02242   -0.09843   -0.93815    0.13885   -0.77503   -0.16312   -0.28397    0.71082
  23     0.19994    0.02387   -0.08214   -0.93071    0.15360   -0.75464   -0.17608   -0.28209    0.68401
  24     0.21828    0.03753   -0.06442   -0.94182    0.15729   -0.76107   -0.18075   -0.28270    0.68141
  25     0.31638    0.61645    0.08708   -0.50666   -0.24629   -0.80673    0.30007   -0.22930    0.69566
  26     0.32522    0.62261    0.09384   -0.50148   -0.24628   -0.79887    0.29739   -0.23138    0.69146
  27     0.33751    0.66138    0.10872   -0.51901   -0.26839   -0.84288    0.32387   -0.22879    0.68353
  28     0.34041    0.66039    0.11073   -0.52749   -0.26563   -0.84746    0.31998   -0.22968    0.68148
  29     0.34424    0.65543    0.11227   -0.52017   -0.25992   -0.83136    0.31119   -0.23197    0.67776
  30     0.38234    0.71472    0.14906   -0.53519   -0.28174   -0.86757    0.33238   -0.23327    0.66034
  31     0.42724    0.73195    0.19738   -0.61626   -0.25091   -0.92096    0.30471   -0.22987    0.68495
  32     0.46531    0.76864    0.23348   -0.62188   -0.25154   -0.92521    0.30333   -0.23183    0.67353
 
k-point #    14:    0.000000    0.333333    0.100000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15017   -0.02399   -0.13394   -0.92983    0.14935   -0.75567   -0.17416   -0.28411    0.70116
  21     0.15301   -0.02415   -0.13138   -0.92082    0.15187   -0.74366   -0.17716   -0.28439    0.69886
  22     0.17908    0.02021   -0.10305   -0.91758    0.13696   -0.75871   -0.15888   -0.28214    0.70360
  23     0.20038    0.02444   -0.08216   -0.93225    0.15289   -0.75631   -0.17594   -0.28254    0.68661
  24     0.21827    0.03902   -0.06442   -0.94380    0.15585   -0.76455   -0.17926   -0.28269    0.68263
  25     0.32201    0.62957    0.09285   -0.50857   -0.25312   -0.81613    0.30756   -0.22916    0.68985
  26     0.32909    0.63494    0.09836   -0.50512   -0.25348   -0.81097    0.30586   -0.23073    0.68715
  27     0.33589    0.63794    0.10404   -0.52923   -0.25101   -0.83128    0.30205   -0.23185    0.68305
  28     0.33912    0.65284    0.10939   -0.52628   -0.25976   -0.84000    0.31372   -0.22973    0.68548
  29     0.34856    0.66796    0.11763   -0.52294   -0.26656   -0.84234    0.31940   -0.23093    0.67730
  30     0.38033    0.71221    0.14715   -0.53472   -0.28113   -0.86661    0.33189   -0.23317    0.66079
  31     0.42906    0.73542    0.19897   -0.61824   -0.25267   -0.92461    0.30636   -0.23009    0.68211
  32     0.45459    0.75530    0.22281   -0.60538   -0.24935   -0.90609    0.30071   -0.23178    0.68023
 
k-point #    15:    0.000000    0.333333    0.200000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14481   -0.04609   -0.14163   -0.93573    0.16262   -0.74483   -0.19090   -0.28645    0.69765
  21     0.14868   -0.02602   -0.13477   -0.94713    0.15084   -0.77243   -0.17470   -0.28345    0.70137
  22     0.17830    0.02069   -0.10304   -0.91639    0.13674   -0.75879   -0.15760   -0.28134    0.70072
  23     0.19492    0.02333   -0.08709   -0.92295    0.14934   -0.75136   -0.17160   -0.28202    0.68757
  24     0.21338    0.03549   -0.06908   -0.93720    0.15480   -0.75932   -0.17789   -0.28246    0.68184
  25     0.32067    0.63033    0.09071   -0.50070   -0.25614   -0.81037    0.30966   -0.22995    0.68688
  26     0.33541    0.64670    0.10532   -0.51783   -0.25785   -0.82912    0.31129   -0.23009    0.68537
  27     0.33981    0.64411    0.10873   -0.53352   -0.25209   -0.83782    0.30431   -0.23108    0.68259
  28     0.34214    0.64837    0.11211   -0.53246   -0.25290   -0.83869    0.30623   -0.23002    0.68802
  29     0.35620    0.67390    0.12465   -0.53028   -0.26561   -0.84798    0.31770   -0.23155    0.67506
  30     0.37577    0.70558    0.14283   -0.53500   -0.27882   -0.86481    0.32981   -0.23295    0.66226
  31     0.42909    0.73899    0.19895   -0.61454   -0.25604   -0.92444    0.30990   -0.23014    0.67905
  32     0.43591    0.73787    0.20546   -0.59024   -0.24932   -0.89220    0.30197   -0.23045    0.68887
 
k-point #    16:    0.000000    0.333333    0.300000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14906   -0.04584   -0.13769   -0.92963    0.16600   -0.73473   -0.19490   -0.28675    0.69302
  21     0.15190   -0.02858   -0.13322   -0.93445    0.15421   -0.75397   -0.18048   -0.28512    0.70068
  22     0.17393    0.01232   -0.10760   -0.91530    0.14038   -0.75370   -0.16161   -0.28153    0.69791
  23     0.18532    0.01527   -0.09600   -0.91385    0.14875   -0.74380   -0.17005   -0.28132    0.68572
  24     0.20675    0.02439   -0.07640   -0.93453    0.15829   -0.75217   -0.18236   -0.28315    0.68282
  25     0.31040    0.61506    0.08056   -0.48891   -0.25164   -0.79358    0.30466   -0.22984    0.69542
  26     0.33430    0.62998    0.10228   -0.53177   -0.24500   -0.82745    0.29568   -0.23202    0.68450
  27     0.34496    0.67241    0.11761   -0.52107   -0.26992   -0.84851    0.32745   -0.22735    0.68433
  28     0.34962    0.67709    0.12098   -0.52633   -0.27131   -0.85379    0.32747   -0.22864    0.67791
  29     0.36540    0.68030    0.13277   -0.54147   -0.26408   -0.85637    0.31490   -0.23263    0.67077
  30     0.37306    0.69659    0.14013   -0.54176   -0.27271   -0.86530    0.32354   -0.23293    0.66473
  31     0.42193    0.72976    0.19368   -0.59138   -0.25235   -0.89921    0.30783   -0.22824    0.69341
  32     0.42450    0.73963    0.19537   -0.60666   -0.25993   -0.92179    0.31513   -0.22913    0.68089
 
k-point #    17:    0.000000    0.333333    0.400000    0.022222
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14935   -0.04260   -0.13824   -0.93158    0.16208   -0.73963   -0.19194   -0.28758    0.69885
  21     0.15795   -0.02010   -0.12615   -0.90885    0.15300   -0.73079   -0.17806   -0.28410    0.69385
  22     0.16539   -0.00834   -0.11632   -0.91119    0.15193   -0.73746   -0.17373   -0.28170    0.68760
  23     0.17730    0.00358   -0.10405   -0.90778    0.15227   -0.73407   -0.17372   -0.28135    0.68258
  24     0.19648    0.01531   -0.08676   -0.92144    0.15702   -0.74027   -0.18117   -0.28324    0.68413
  25     0.30662    0.60437    0.07621   -0.49088   -0.24580   -0.78864    0.29776   -0.23041    0.69890
  26     0.32442    0.61308    0.09192   -0.52443   -0.23890   -0.81309    0.28866   -0.23250    0.68752
  27     0.34689    0.69343    0.12153   -0.51110   -0.28559   -0.85763    0.34654   -0.22536    0.67866
  28     0.35289    0.70233    0.12632   -0.51280   -0.28964   -0.86223    0.34943   -0.22657    0.67136
  29     0.37258    0.68482    0.13903   -0.55242   -0.26251   -0.86465    0.31224   -0.23355    0.66698
  30     0.37428    0.69008    0.14091   -0.55227   -0.26573   -0.86807    0.31580   -0.23337    0.66593
  31     0.41676    0.73094    0.18986   -0.60075   -0.25664   -0.91493    0.31418   -0.22691    0.69191
  32     0.42173    0.74293    0.19375   -0.60746   -0.26432   -0.92866    0.32120   -0.22798    0.68108
 
k-point #    18:    0.000000    0.333333    0.500000    0.011111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13871   -0.05118   -0.14771   -0.93021    0.16156   -0.74033   -0.18989   -0.28642    0.69566
  21     0.16479   -0.01613   -0.11839   -0.91912    0.15700   -0.73820   -0.18092   -0.28318    0.68827
  22     0.16479   -0.01613   -0.11839   -0.91912    0.15699   -0.73820   -0.18092   -0.28319    0.68828
  23     0.18109    0.00567   -0.10115   -0.89954    0.15272   -0.72411   -0.17542   -0.28224    0.68364
  24     0.18109    0.00567   -0.10118   -0.89954    0.15268   -0.72411   -0.17542   -0.28227    0.68383
  25     0.31273    0.60216    0.08097   -0.50797   -0.23914   -0.79740    0.28943   -0.23176    0.69508
  26     0.31273    0.60216    0.08100   -0.50797   -0.23911   -0.79740    0.28943   -0.23173    0.69528
  27     0.35003    0.70640    0.12510   -0.50609   -0.29435   -0.86246    0.35637   -0.22493    0.67370
  28     0.35003    0.70640    0.12504   -0.50609   -0.29442   -0.86246    0.35637   -0.22499    0.67346
  29     0.37521    0.68695    0.14147   -0.55685   -0.26224   -0.86858    0.31173   -0.23375    0.66604
  30     0.37521    0.68695    0.14147   -0.55685   -0.26224   -0.86858    0.31173   -0.23375    0.66609
  31     0.41886    0.73977    0.19169   -0.60699   -0.26313   -0.92790    0.32091   -0.22718    0.68433
  32     0.41886    0.73977    0.19171   -0.60699   -0.26310   -0.92790    0.32091   -0.22715    0.68444
 
k-point #    19:    0.000000    0.500000    0.000000    0.005556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.11885   -0.06075   -0.16378   -0.93240    0.15658   -0.75280   -0.17960   -0.28263    0.69120
  21     0.17144    0.00257   -0.11313   -0.93245    0.14364   -0.76359   -0.16887   -0.28458    0.70805
  22     0.17144    0.00257   -0.11317   -0.93245    0.14360   -0.76359   -0.16887   -0.28462    0.70831
